ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
8.6245,11.5464,-1.8418,8.76,4.33,-0.84,-2.1,-0.76,-1.15,-0.6115,-0.3143,-0.3174,0.0,-13.12,-69.56,-6.94,188.14,-26.2,-95.48,0.0,972.18,41.082,54.979855,-1.609768,303.23,165.72869710230134,,4.92,12.903226,214.1,14 / 22,42002,2016-02-09 14:37:33:489
3.0153,1.528,-6.1073,7.28,3.06,-5.81,-1.47,-1.42,-3.72,-0.8373,0.032,0.2322,0.0,-11.62,-65.19,21.81,164.49,-21.6,-115.47,0.0,972.18,45.446,54.979843,-1.609784,300.0,165.72869710230134,,4.81,12.903226,214.2,14 / 22,42503,2016-02-09 14:37:33:990
4.5841,1.8969,-1.4897,8.25,3.85,-3.64,-2.91,-2.43,-1.16,-2.1593,1.5169,0.3451,0.0,-16.75,-65.87,-1.0,188.08,-23.12,-113.81,0.0,972.21,44.606,54.979843,-1.609784,300.0,165.72869710230134,,4.81,12.903226,214.2,14 / 22,43002,2016-02-09 14:37:34:489
2.5411,0.5604,-6.1289,6.85,3.57,-6.04,-4.66,-3.52,1.52,0.5731,-2.0613,0.3547,0.0,-17.87,-65.19,15.5,167.92,-26.2,-105.96,0.0,972.19,44.086,54.979836,-1.609803,303.23,165.72869710230134,,4.27,12.903226,214.2,14 / 22,43503,2016-02-09 14:37:34:990
4.5242,1.3077,-0.752,8.22,4.33,-3.14,-2.85,-1.7,-1.95,0.3814,1.7087,0.1374,0.0,-18.56,-61.12,-10.06,194.85,-23.51,-134.59,0.0,972.21,37.014,54.979836,-1.609803,303.23,165.72869710230134,,4.27,12.903226,214.2,14 / 22,44003,2016-02-09 14:37:35:490
3.0896,3.8608,-4.3326,6.29,3.97,-6.39,-4.21,-4.17,1.33,1.7598,-2.2839,-0.0714,0.0,-18.25,-61.87,13.94,183.61,-26.33,-99.03,0.0,972.21,35.078,54.97983,-1.609827,303.23,165.72869710230134,,5.49,16.129032,254.7,14 / 22,44503,2016-02-09 14:37:35:990
3.7219,2.0956,-4.1601,7.06,4.12,-5.42,7.35,2.15,4.67,-0.4474,1.8781,0.2269,0.0,-15.31,-67.0,0.56,183.6,-22.48,-136.21,0.0,972.21,39.44,54.97983,-1.609827,303.23,165.72869710230134,,5.49,16.129032,254.7,14 / 22,45003,2016-02-09 14:37:36:490
4.0787,2.5579,-3.6021,8.11,4.19,-3.58,4.0,-3.56,-1.53,0.4485,-2.4213,0.2567,0.0,-17.87,-63.69,5.69,188.83,-25.24,-93.49,0.0,972.21,39.995,54.97983,-1.609856,306.45,165.72869710230134,,6.2,16.129032,265.7,14 / 22,45503,2016-02-09 14:37:36:990
4.1362,2.862,-3.6548,8.1,3.9,-3.93,6.72,1.28,4.13,-1.0504,3.2736,-0.1939,0.0,-17.12,-64.06,8.81,174.33,-23.18,-120.23,0.0,972.21,39.498,54.97983,-1.609856,306.45,164.9539930328823,,6.2,16.129032,265.7,14 / 22,46003,2016-02-09 14:37:37:490
14.6719,0.7185,0.8335,8.33,4.35,-2.79,5.01,-5.1,-1.04,1.7662,-2.0996,0.0021,0.0,-17.87,-65.87,7.63,171.05,-27.11,-90.13,0.0,972.17,49.353,54.97983,-1.609887,306.45,164.9539930328823,,6.17,16.129032,265.8,14 / 22,46503,2016-02-09 14:37:37:990
10.9309,3.1423,-1.7292,7.36,3.46,-5.47,10.54,-4.08,11.27,-1.6959,1.8408,-0.6967,0.0,-15.69,-64.06,12.75,179.03,-20.67,-126.62,0.0,972.21,52.657,54.97983,-1.609887,306.45,164.9539930328823,,6.17,16.129032,265.8,14 / 22,47003,2016-02-09 14:37:38:490
12.3607,1.1281,-0.2467,8.76,4.41,-0.21,6.19,1.72,1.25,1.5084,-2.366,0.3547,0.0,-16.0,-67.0,-5.31,189.88,-26.02,-89.8,0.0,972.18,61.881,54.979828,-1.609915,306.45,164.9539930328823,,5.72,16.129032,264.1,14 / 22,47503,2016-02-09 14:37:38:990
14.1162,-0.776,5.0559,7.76,3.1,-5.13,0.26,-1.69,-3.99,-1.3433,-0.2407,0.3217,0.0,-13.12,-63.69,19.44,176.13,-18.87,-128.79,0.0,972.26,60.717,54.979828,-1.609915,306.45,164.9539930328823,,5.72,16.129032,264.1,14 / 22,48003,2016-02-09 14:37:39:490
11.8841,4.9577,2.1843,8.93,3.83,1.36,6.84,1.57,0.84,0.7553,-1.8408,-0.3441,0.0,-14.94,-65.19,-11.25,188.81,-22.87,-80.18,0.0,972.18,65.759,54.979824,-1.609938,306.45,164.9539930328823,,4.64,16.129032,260.3,14 / 22,48502,2016-02-09 14:37:39:989
12.7128,2.6225,0.2563,8.31,3.58,-3.78,2.02,1.28,-2.61,-0.3494,-0.2716,0.1023,0.0,-13.12,-67.0,17.5,168.75,-21.41,-114.46,0.0,972.27,62.121,54.979824,-1.609938,306.45,164.9539930328823,,4.64,16.129032,260.3,14 / 22,49004,2016-02-09 14:37:40:491
7.5754,4.9505,2.0597,9.19,3.17,1.31,1.71,0.95,-0.66,-0.2397,-0.1332,0.3111,0.0,-14.94,-63.69,-13.19,194.15,-21.09,-92.94,0.0,972.26,59.99,54.979824,-1.609955,306.45,164.9539930328823,,3.85,19.35484,263.2,14 / 22,49502,2016-02-09 14:37:40:989
6.2031,1.5783,-15.479,8.31,2.95,-4.29,-1.85,-5.6,-9.74,2.1391,-1.192,-0.4677,0.0,-16.75,-65.87,13.94,178.6,-12.18,-125.66,0.0,972.27,55.074,54.979824,-1.609955,306.45,164.9539930328823,,3.85,19.35484,263.2,14 / 22,50003,2016-02-09 14:37:41:490
4.8739,3.0489,0.685,8.91,4.08,-0.26,-2.4,-4.47,-0.38,-1.55,0.751,0.5827,0.0,-14.56,-64.06,-14.75,196.49,-24.59,-91.67,0.0,972.23,53.891,54.97982,-1.609973,306.45,164.9539930328823,,5.04,19.35484,268.7,14 / 22,50503,2016-02-09 14:37:41:990
2.3591,-2.486,-6.4306,7.33,2.17,-6.14,-3.22,-8.65,1.03,-0.2621,3.0712,-1.0642,0.0,-14.19,-61.87,21.81,167.6,-18.36,-121.83,0.0,972.23,49.847,54.97982,-1.609973,306.45,164.9539930328823,,5.04,19.35484,268.7,14 / 22,51003,2016-02-09 14:37:42:490
6.6917,4.1194,1.8466,8.61,4.59,-0.98,-0.33,-4.44,0.51,-2.2094,0.7127,0.4208,0.0,-14.56,-66.62,-4.94,190.38,-25.88,-111.13,0.0,972.25,53.269,54.97982,-1.609996,303.23,164.9539930328823,,5.4,19.35484,272.9,14 / 22,51503,2016-02-09 14:37:42:990
2.383,-2.0118,-4.723,6.92,2.85,-6.34,-2.22,-2.35,-0.11,0.1875,1.3039,-0.7148,0.0,-15.31,-62.94,21.06,166.48,-26.0,-108.31,0.0,972.23,49.06,54.97982,-1.609996,303.23,164.9539930328823,,5.4,19.35484,272.9,14 / 22,52003,2016-02-09 14:37:43:490
4.3015,1.7172,-1.4131,7.72,4.71,-3.79,-0.23,-3.57,-1.0,-2.1614,0.9928,0.3047,0.0,-14.56,-68.44,-5.31,187.64,-19.66,-134.56,0.0,972.25,51.125,54.979816,-1.61002,303.23,164.9539930328823,,5.4,22.580645,270.7,14 / 22,52503,2016-02-09 14:37:43:990
2.7303,-1.3388,-0.3688,6.24,3.44,-6.74,-1.04,-3.74,0.12,0.7276,-0.7393,0.1193,0.0,-15.69,-63.31,17.5,165.84,-30.25,-111.17,0.0,972.25,53.634,54.979816,-1.61002,303.23,164.9539930328823,,5.4,22.580645,270.7,14 / 22,53003,2016-02-09 14:37:44:490
4.3781,3.0393,-2.031,7.56,5.17,-3.51,-0.75,-3.98,-1.6,-1.1558,1.3603,-0.4666,0.0,-17.5,-66.25,2.94,189.93,-22.73,-134.15,0.0,972.25,39.767,54.979816,-1.610044,306.45,164.9539930328823,,5.4,22.580645,269.2,14 / 22,53503,2016-02-09 14:37:44:990
2.3495,3.195,-3.7698,6.3,4.01,-6.36,-1.73,-4.53,-0.79,1.3156,-1.9324,0.2035,0.0,-17.12,-62.62,18.25,181.16,-34.61,-92.98,0.0,972.23,41.337,54.979816,-1.610044,306.45,164.9539930328823,,5.4,22.580645,269.2,14 / 22,54002,2016-02-09 14:37:45:489
13.836,8.2748,1.4418,5.42,4.94,-6.51,7.45,-6.08,1.89,-0.6104,1.6948,0.3707,0.0,-16.0,-67.37,1.38,186.67,-23.37,-144.95,0.0,972.29,42.219,54.979816,-1.610068,306.45,164.9539930328823,,5.48,22.580645,265.8,14 / 22,54502,2016-02-09 14:37:45:989
13.0433,2.0286,2.6633,7.12,5.91,-3.26,8.82,-7.22,1.96,2.1039,-1.453,0.065,0.0,-18.25,-65.5,0.56,181.98,-38.77,-97.52,0.0,972.26,54.869,54.979816,-1.610068,306.45,164.9539930328823,,5.48,22.580645,265.8,14 / 22,55002,2016-02-09 14:37:46:489
16.5616,-1.9424,-1.655,4.28,5.06,-7.23,8.14,-9.08,0.51,-1.6469,-0.1097,0.3526,0.0,-15.69,-67.0,13.13,187.51,-24.34,-148.93,0.0,972.29,50.72,54.97981,-1.610099,306.45,164.9539930328823,,6.63,22.580645,261.1,15 / 22,55502,2016-02-09 14:37:46:989
11.0913,10.0232,-2.1555,6.76,6.81,-2.0,8.11,-1.72,-1.85,-0.0405,0.3356,-0.2141,0.0,-14.56,-61.87,-15.56,207.43,-44.01,-106.48,0.0,972.3,52.51,54.97981,-1.610099,306.45,164.9539930328823,,6.63,22.580645,261.1,15 / 22,56003,2016-02-09 14:37:47:490
8.0688,-3.3722,6.0067,4.97,4.88,-6.9,4.37,-12.1,8.69,-1.0535,0.0181,0.1726,0.0,-15.69,-64.44,18.69,187.8,-26.33,-150.64,0.0,972.34,55.838,54.97981,-1.610129,306.45,164.9539930328823,,5.55,22.580645,262.0,15 / 22,56502,2016-02-09 14:37:47:989
15.4503,10.1381,2.1244,7.26,6.56,-0.62,7.59,0.08,-2.03,0.0884,-0.8714,-0.3835,0.0,-14.94,-61.12,-15.94,201.84,-43.19,-111.5,0.0,972.29,45.955,54.97981,-1.610129,306.45,164.9539930328823,,5.55,22.580645,262.0,15 / 22,57002,2016-02-09 14:37:48:489
8.191,4.8834,-9.0771,6.18,5.51,-5.26,15.56,4.16,-6.03,0.8341,-0.6285,-0.0181,0.0,-14.94,-63.31,18.25,174.19,-34.17,-130.4,0.0,972.31,42.403,54.979805,-1.610154,306.45,164.9539930328823,,5.33,25.806452,267.1,15 / 22,57503,2016-02-09 14:37:48:990
10.6243,9.8387,-0.4886,6.57,7.24,-0.77,6.99,-0.34,-2.94,0.3377,-0.0192,-0.1971,0.0,-14.94,-61.12,-15.94,210.31,-47.96,-112.58,0.0,972.3,49.19,54.979805,-1.610154,306.45,164.9539930328823,,5.33,25.806452,267.1,15 / 22,58003,2016-02-09 14:37:49:490
8.0233,5.408,-18.0632,5.57,5.79,-5.62,13.07,3.76,-5.23,-0.7191,1.9132,-0.7212,0.0,-17.12,-63.31,11.19,190.77,-34.6,-145.7,0.0,972.32,43.133,54.97981,-1.610176,306.45,164.9539930328823,,4.51,29.032257,279.0,15 / 22,58502,2016-02-09 14:37:49:989
12.1475,11.4506,-0.7041,6.88,6.95,-0.72,7.85,0.98,-1.58,-1.9782,0.7595,0.3654,0.0,-15.31,-63.31,-11.25,203.16,-45.21,-114.45,0.0,972.3,41.117,54.97981,-1.610176,306.45,164.9539930328823,,4.51,29.032257,279.0,15 / 22,59002,2016-02-09 14:37:50:489
2.9578,-2.0022,-6.1552,4.71,4.87,-7.09,-1.92,-10.37,-2.62,-0.163,1.5191,-0.4634,0.0,-16.75,-61.12,19.44,179.93,-35.11,-138.08,0.0,972.29,57.567,54.97981,-1.610199,306.45,164.9539930328823,,5.26,25.806452,283.2,15 / 22,59503,2016-02-09 14:37:50:990
6.7228,2.3591,-0.17,6.26,6.92,-3.01,0.96,-4.5,-4.97,-2.0304,0.9055,0.2621,0.0,-14.94,-66.25,-5.31,195.86,-44.89,-115.68,0.0,972.3,49.462,54.97981,-1.610199,306.45,164.9539930328823,,5.26,25.806452,283.2,15 / 22,60002,2016-02-09 14:37:51:489
2.9626,1.4346,0.6826,5.81,6.26,-4.83,-1.57,-5.45,-4.66,0.0149,0.9811,-0.5678,0.0,-16.0,-57.5,18.69,166.66,-46.62,-101.56,0.0,972.29,45.237,54.979813,-1.610224,309.68,164.9539930328823,,5.15,25.806452,284.7,15 / 22,60503,2016-02-09 14:37:51:990
6.3947,4.8092,-2.2513,6.19,7.16,-2.55,2.98,-3.86,-4.22,-0.6008,2.3755,-0.7819,0.0,-13.81,-63.69,-1.81,191.66,-46.92,-112.39,0.0,972.29,42.764,54.979813,-1.610224,309.68,164.9539930328823,,5.15,25.806452,284.7,15 / 22,61003,2016-02-09 14:37:52:490
6.7132,1.7651,-6.6246,6.59,6.88,-2.33,-0.58,-6.02,-5.1,2.1241,-1.9271,-0.1427,0.0,-16.0,-55.62,12.38,183.61,-46.79,-81.87,0.0,972.29,44.016,54.979813,-1.61025,309.68,164.9539930328823,,5.29,25.806452,275.4,15 / 22,61503,2016-02-09 14:37:52:990
13.8121,7.6377,0.9221,6.87,6.14,-3.36,8.88,-1.0,0.2,-1.2006,2.2711,-0.653,0.0,-16.0,-58.56,4.88,187.35,-40.28,-122.78,0.0,972.29,39.665,54.979813,-1.61025,309.68,164.9539930328823,,5.29,25.806452,275.4,15 / 22,62003,2016-02-09 14:37:53:490
8.8544,1.8346,-5.2762,7.22,6.49,1.38,5.65,3.84,-8.32,0.7649,-0.9683,-0.2301,0.0,-14.56,-57.87,-8.87,190.47,-41.44,-79.18,0.0,972.26,47.991,54.979813,-1.610274,306.45,164.9539930328823,,4.29,25.806452,273.5,15 / 22,62503,2016-02-09 14:37:53:990
17.6513,-1.1328,-0.4072,7.32,5.47,-3.56,10.54,-12.26,-3.42,-0.8543,-1.4392,0.1736,0.0,-12.37,-59.69,15.13,176.15,-32.36,-129.32,0.0,972.29,38.667,54.979813,-1.610274,306.45,164.9539930328823,,4.29,25.806452,273.5,15 / 22,63003,2016-02-09 14:37:54:490
10.1621,4.3182,2.716,8.07,5.48,1.02,5.61,-5.08,-0.5,0.7851,-1.6203,-0.1758,0.0,-13.81,-57.5,-10.44,191.48,-38.76,-80.44,0.0,972.27,49.349,54.979813,-1.610299,309.68,164.9539930328823,,4.39,22.580645,271.9,15 / 22,63503,2016-02-09 14:37:54:990
16.0083,-0.1078,2.0334,8.06,4.93,-2.61,9.92,1.81,-4.87,-1.9388,1.1345,0.0181,0.0,-14.94,-57.87,15.13,166.64,-30.2,-107.94,0.0,972.32,49.408,54.979813,-1.610299,309.68,164.9539930328823,,4.39,22.580645,271.9,15 / 22,64003,2016-02-09 14:37:55:490
14.4156,8.2005,4.6799,8.0,5.08,2.54,5.97,3.1,-4.41,0.6796,-1.0269,-0.3473,0.0,-16.0,-57.5,-8.87,185.41,-31.18,-72.39,0.0,972.31,42.851,54.97981,-1.610327,312.9,164.9539930328823,,5.12,19.35484,273.9,15 / 22,64503,2016-02-09 14:37:55:990
9.5968,3.8895,3.2117,8.07,4.91,-2.63,9.77,3.94,-1.81,-1.1143,-0.1694,0.1502,0.0,-14.94,-61.12,15.5,175.37,-25.95,-127.21,0.0,972.34,40.969,54.97981,-1.610327,312.9,164.9539930328823,,5.12,19.35484,273.9,15 / 22,65003,2016-02-09 14:37:56:490
9.1729,11.6901,-2.2322,8.24,5.19,1.17,7.1,1.99,-2.61,-1.1867,0.2748,0.5731,0.0,-13.81,-66.25,-10.06,192.18,-35.62,-89.21,0.0,972.31,39.47,54.97981,-1.610359,316.13,164.9539930328823,,5.43,16.129032,271.3,15 / 22,65503,2016-02-09 14:37:56:990
5.1253,1.243,-8.5095,6.73,3.85,-6.0,-1.69,-5.75,4.26,-0.2162,0.7244,-0.3419,0.0,-16.37,-64.81,9.19,184.26,-23.12,-131.72,0.0,972.31,35.227,54.97981,-1.610359,316.13,164.9539930328823,,5.43,16.129032,271.3,15 / 22,66002,2016-02-09 14:37:57:489
4.0069,1.3125,-0.273,6.99,6.51,-2.21,0.51,-5.78,0.5,-1.7108,1.2496,-0.1843,0.0,-13.12,-64.81,-14.0,201.8,-41.61,-107.55,0.0,972.31,36.097,54.9798,-1.610389,319.35,164.9539930328823,,4.95,19.35484,267.9,15 / 22,66503,2016-02-09 14:37:57:990
2.4453,1.5137,-0.6371,5.21,4.9,-6.71,-0.28,-5.89,3.2,0.7233,-1.5713,0.1289,0.0,-15.31,-62.25,16.69,171.21,-37.57,-124.47,0.0,972.29,36.116,54.9798,-1.610389,319.35,164.95937459457028,,4.95,19.35484,267.9,15 / 22,67003,2016-02-09 14:37:58:490
4.0859,1.0346,-0.2156,6.8,6.66,-2.37,1.56,-5.38,0.73,-1.2037,1.6757,-0.2812,0.0,-15.31,-66.62,-3.0,193.23,-36.41,-125.93,0.0,972.29,35.92,54.9798,-1.610417,316.13,164.95937459457028,,4.89,16.129032,271.1,15 / 22,67503,2016-02-09 14:37:58:990
3.5183,2.1316,-1.449,6.55,6.22,-3.81,6.41,-6.58,-1.37,1.0962,-1.6576,0.0383,0.0,-17.5,-66.62,7.25,183.55,-39.38,-120.19,0.0,972.3,41.784,54.9798,-1.610417,316.13,164.95937459457028,,4.89,16.129032,271.1,15 / 22,68003,2016-02-09 14:37:59:490
5.1661,3.8368,-2.0118,6.6,5.93,-4.18,8.45,-0.71,0.8,-0.2834,1.9857,-0.4783,0.0,-14.94,-69.19,-1.0,186.6,-36.42,-133.0,0.0,972.29,43.7,54.979797,-1.610449,319.35,164.95937459457028,,6.01,16.129032,273.1,15 / 22,68503,2016-02-09 14:37:59:990
7.233,1.8609,-4.7326,7.44,6.38,0.33,10.37,-1.54,2.0,2.1305,-2.2999,0.0405,0.0,-17.12,-63.69,13.5,158.78,-40.59,-87.46,0.0,972.29,46.017,54.979797,-1.610449,319.35,164.95937459457028,,6.01,16.129032,273.1,15 / 22,69003,2016-02-09 14:38:00:490
12.0278,7.2497,-0.1892,6.73,5.01,-5.08,8.3,-10.44,1.03,-0.6498,1.3316,0.2226,0.0,-17.12,-64.06,8.44,172.29,-32.57,-123.4,0.0,972.26,50.933,54.979794,-1.610481,325.81,164.95937459457028,,5.08,16.129032,273.1,15 / 22,69502,2016-02-09 14:38:00:989
13.8049,2.0453,3.8368,7.79,5.95,0.25,7.23,-5.59,-0.35,0.8693,-1.9271,0.2823,0.0,-14.94,-66.25,-3.75,181.92,-34.63,-80.72,0.0,972.29,40.935,54.979794,-1.610481,325.81,164.95937459457028,,5.08,16.129032,273.1,15 / 22,70003,2016-02-09 14:38:01:490
11.3548,-2.9938,-3.1135,6.48,5.17,-5.24,13.0,-9.21,4.76,-0.5667,1.2112,0.3164,0.0,-12.75,-65.5,15.5,185.4,-26.93,-134.26,0.0,972.26,40.951,54.979794,-1.610509,322.58,164.95937459457028,,5.04,16.129032,273.1,15 / 22,70503,2016-02-09 14:38:01:990
14.9641,8.4257,3.0441,7.83,5.87,0.61,5.62,-1.24,-2.7,-0.425,0.4463,-0.0298,0.0,-13.81,-59.69,-13.19,196.89,-36.78,-85.55,0.0,972.29,39.15,54.979794,-1.610509,322.58,164.95937459457028,,5.04,16.129032,273.1,15 / 22,71003,2016-02-09 14:38:02:490
6.8378,7.3048,-21.3492,7.34,5.22,-3.88,8.52,-0.5,-6.08,-0.2493,-0.3771,0.3057,0.0,-15.31,-64.44,15.88,170.61,-32.16,-117.86,0.0,972.27,38.862,54.979794,-1.610537,322.58,164.95937459457028,,5.37,12.903226,273.1,15 / 22,71503,2016-02-09 14:38:02:990
11.3668,9.0939,-1.7843,8.02,5.59,0.73,4.08,-3.16,-2.19,-0.8607,-0.1374,0.4261,0.0,-14.94,-58.94,-15.56,200.43,-34.77,-84.8,0.0,972.29,36.282,54.979794,-1.610537,322.58,164.95937459457028,,5.37,12.903226,273.1,15 / 22,72002,2016-02-09 14:38:03:489
20.0703,11.5871,-4.5242,6.52,4.15,-6.04,-1.74,-5.82,3.71,0.3228,-2.6269,0.0852,0.0,-17.12,-61.87,8.81,185.85,-25.03,-132.81,0.0,972.3,38.046,54.97979,-1.610564,325.81,164.95937459457028,,4.92,12.903226,273.1,15 / 22,72503,2016-02-09 14:38:03:990
3.7458,1.0825,-2.8692,8.32,5.08,1.08,2.93,-3.85,-0.32,-0.5529,0.523,0.4719,0.0,-14.94,-65.19,-9.69,193.86,-31.82,-97.45,0.0,972.26,42.08,54.97979,-1.610564,325.81,164.95937459457028,,4.92,12.903226,273.1,15 / 22,73002,2016-02-09 14:38:04:489
1.54,2.1316,-0.1365,7.49,3.8,-5.05,-1.07,-4.54,2.77,0.6274,-1.8642,-0.0298,0.0,-12.37,-58.56,17.44,171.04,-22.81,-123.99,0.0,972.27,36.235,54.97979,-1.610586,325.81,164.95937459457028,,3.8,12.903226,273.1,15 / 22,73503,2016-02-09 14:38:04:990
4.3541,2.3974,-0.8287,8.38,4.79,-1.75,0.64,-4.58,-0.39,-1.1995,1.3912,-0.4261,0.0,-9.06,-68.06,-0.62,185.19,-24.45,-119.9,0.0,972.26,35.575,54.97979,-1.610586,325.81,164.95937459457028,,3.8,12.903226,273.1,15 / 22,74003,2016-02-09 14:38:05:490
3.7027,1.8514,-0.7425,7.44,3.68,-5.23,-1.27,-5.39,0.16,1.3518,-2.1401,0.1044,0.0,-15.69,-62.62,13.94,177.45,-22.03,-125.11,0.0,972.26,37.794,54.979794,-1.610605,325.81,164.95937459457028,,3.67,16.129032,273.1,15 / 22,74503,2016-02-09 14:38:05:990
12.5379,8.3107,-0.3185,7.43,4.7,-4.36,9.01,-5.05,3.39,-0.8938,2.4469,-0.5699,0.0,-13.44,-65.5,-2.19,189.04,-28.62,-120.4,0.0,972.23,39.024,54.979794,-1.610605,325.81,164.95937459457028,,3.67,16.129032,273.1,15 / 22,75003,2016-02-09 14:38:06:490
8.1503,1.2526,-3.9542,7.88,4.83,-3.27,3.16,-7.2,-3.3,2.1454,-1.8003,0.2067,0.0,-17.87,-62.94,2.5,175.07,-30.93,-87.21,0.0,972.25,39.288,54.979794,-1.610626,325.81,164.95937459457028,,4.92,16.129032,274.9,15 / 22,75503,2016-02-09 14:38:06:990
13.5151,6.6294,2.0717,6.86,4.3,-5.54,10.63,-8.45,7.3,-1.143,2.6568,0.4549,0.0,-17.5,-64.06,11.56,181.59,-26.0,-128.92,0.0,972.23,36.346,54.979794,-1.610626,325.81,164.95937459457028,,4.92,16.129032,274.9,15 / 22,76003,2016-02-09 14:38:07:490
10.2962,1.6166,1.552,8.18,5.39,0.42,9.95,-0.01,1.14,1.224,-1.3912,0.1268,0.0,-15.69,-61.12,-12.06,194.95,-32.77,-87.57,0.0,972.27,34.809,54.979794,-1.610626,325.81,164.95937459457028,,4.92,16.129032,274.9,15 / 22,76503,2016-02-09 14:38:07:990
12.9475,-4.4476,-5.3696,6.74,4.2,-5.76,11.09,-5.43,7.99,-0.8032,1.2549,0.2802,0.0,-16.75,-63.69,13.5,171.46,-26.07,-119.21,0.0,972.25,39.089,54.979794,-1.610626,325.81,164.95937459457028,,4.92,16.129032,274.9,15 / 22,77003,2016-02-09 14:38:08:490
10.5261,2.4597,2.3854,8.15,5.43,-0.41,11.39,0.24,0.22,0.2887,-1.5777,-0.3174,0.0,-15.31,-64.44,-12.81,200.43,-32.46,-106.44,0.0,972.26,38.022,54.979794,-1.610626,325.81,164.95937459457028,,4.92,16.129032,274.9,14 / 22,77503,2016-02-09 14:38:08:990
8.0784,7.0629,-5.4151,6.81,4.81,-5.16,5.21,-4.03,-2.69,2.563,-3.2544,-0.2194,0.0,-15.69,-67.0,8.81,181.82,-24.84,-133.54,0.0,972.26,37.055,54.979794,-1.610626,325.81,164.95937459457028,,4.92,16.129032,274.9,14 / 22,78002,2016-02-09 14:38:09:489
8.967,6.718,-1.7124,7.86,5.81,-0.88,3.77,-2.89,-1.76,-1.0088,0.9822,0.4325,0.0,-14.19,-61.5,-14.37,196.19,-34.75,-114.02,0.0,972.27,36.066,54.979794,-1.610647,332.26,164.95937459457028,,5.09,12.903226,271.8,14 / 22,78503,2016-02-09 14:38:09:990
5.4343,5.8798,-10.598,5.8,3.56,-7.06,0.71,-5.45,-3.84,-0.1129,4.7255,-0.3473,0.0,-16.37,-65.5,12.31,165.0,-33.98,-110.22,0.0,972.32,40.802,54.979794,-1.610647,332.26,164.95937459457028,,5.09,12.903226,271.8,14 / 22,79003,2016-02-09 14:38:10:490
6.3923,4.0787,0.7329,8.44,4.88,-1.02,2.22,-4.14,0.01,-0.5529,0.392,0.5049,0.0,-14.56,-63.31,-10.87,191.61,-19.48,-130.22,0.0,972.31,44.677,54.979794,-1.610675,325.81,164.95937459457028,,5.8,12.903226,271.2,15 / 22,79503,2016-02-09 14:38:10:990
2.7734,0.2275,-1.8322,6.59,3.36,-6.44,-1.33,-5.06,0.11,-0.9417,3.1756,-0.5028,0.0,-16.75,-64.06,16.25,185.05,-28.77,-108.1,0.0,972.31,40.058,54.979794,-1.610675,325.81,164.95937459457028,,5.8,12.903226,271.2,15 / 22,80003,2016-02-09 14:38:11:490
4.1218,2.7279,-0.2563,7.5,5.08,-3.77,-0.18,-4.77,-1.31,-1.486,0.8096,0.2333,0.0,-14.94,-62.94,-12.06,199.34,-31.18,-116.69,0.0,972.29,37.272,54.979794,-1.610703,329.03,164.95937459457028,,5.55,12.903226,273.1,15 / 22,80503,2016-02-09 14:38:11:990
3.1183,2.1771,-2.9147,6.84,4.02,-5.76,-0.95,-6.31,-1.26,2.2765,-1.9526,0.1875,0.0,-17.87,-60.06,13.13,189.31,-32.71,-109.47,0.0,972.31,35.798,54.979794,-1.610703,329.03,164.95937459457028,,5.55,12.903226,273.1,15 / 22,81002,2016-02-09 14:38:12:489
3.9039,3.7075,0.1198,7.82,4.74,-3.53,0.47,-3.89,0.74,-1.0557,2.3255,-0.2684,0.0,-18.94,-61.5,0.13,182.47,-21.86,-133.04,0.0,972.27,33.672,54.979794,-1.61073,332.26,164.95937459457028,,5.27,12.903226,273.9,15 / 22,81503,2016-02-09 14:38:12:990
4.3326,2.486,-4.2104,7.65,4.54,-4.13,4.85,-7.02,-2.01,1.5809,-2.4469,0.2631,0.0,-18.94,-61.87,0.13,182.76,-30.8,-96.34,0.0,972.3,35.802,54.979794,-1.61073,332.26,164.95937459457028,,5.27,12.903226,273.9,15 / 22,82003,2016-02-09 14:38:13:490
8.0856,4.541,-1.8346,7.78,4.26,-4.18,6.38,-1.79,-0.1,-0.0511,2.2392,0.1459,0.0,-16.75,-64.81,2.5,183.36,-24.79,-129.16,0.0,972.29,34.049,54.979794,-1.610757,332.26,164.95937459457028,,6.03,12.903226,273.3,15 / 22,82503,2016-02-09 14:38:13:990
