ACCELEROMETER X (m/sì),ACCELEROMETER Y (m/sì),ACCELEROMETER Z (m/sì),GRAVITY X (m/sì),GRAVITY Y (m/sì),GRAVITY Z (m/sì),LINEAR ACCELERATION X (m/sì),LINEAR ACCELERATION Y (m/sì),LINEAR ACCELERATION Z (m/sì),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (?T),MAGNETIC FIELD Y (?T),MAGNETIC FIELD Z (?T),ORIENTATION Z (azimuth ›),ORIENTATION X (pitch ›),ORIENTATION Y (roll ›),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (›),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-5.3433,7.3288,-2.1723,-1.07,9.73,-0.57,2.31,-0.62,-0.51,1.5201,2.1156,-0.0245,0,8.5,11.38,6.5,275.4,-84.12,15,0,1014.35,35.992,54.976505,-1.615637,300,NaN,,3.29,29.032257,247.2,Dec-22,43525,2016-02-03 15:29:26:206
-2.2705,12.0278,-3.7386,-0.3,9.4,-2.77,-2.3,-0.68,-4.35,-1.3635,-0.0341,-0.1204,0,6.69,9.19,8.5,26.8,-73.49,173.82,0,1014.35,36.187,54.9765,-1.615661,296.77,NaN,,4.78,32.258064,265.8,Dec-22,44024,2016-02-03 15:29:26:705
6.1193,9.2759,-2.0262,-0.54,9.79,-0.19,2.67,4.17,1.17,1.8024,1.5425,0.1949,0,7.44,9.5,4.56,279.52,-85.63,12.36,0,1014.34,37.441,54.9765,-1.615661,296.77,NaN,,4.78,32.258064,265.8,Dec-22,44525,2016-02-03 15:29:27:206
-0.4455,9.3478,1.8585,0.43,9.5,-2.39,2.54,1.58,2.87,-1.2645,0.6615,0.0447,0,4.13,12.06,18.25,16.67,-74.15,-170.33,0,1014.35,38.187,54.976498,-1.61568,293.55,NaN,,3.38,32.258064,265.7,13 / 22,45025,2016-02-03 15:29:27:706
5.3601,10.7728,-1.0778,0.28,9.78,0.72,2.36,3.04,3.06,0.4634,-0.8948,-0.4922,0,3.75,7,2.63,210.16,-87.75,-24.57,0,1014.34,37.145,54.976498,-1.61568,293.55,NaN,,3.38,32.258064,265.7,13 / 22,45525,2016-02-03 15:29:28:206
-0.6179,17.5866,4.1721,0.41,9.11,-3.61,-5.45,7.76,-8.29,-0.1161,-2.9668,0.0341,0,7.81,17.56,18.25,23.98,-68.26,-173.52,0,1014.37,33.179,54.976486,-1.615692,290.32,NaN,,3.13,32.258064,256.6,Dec-22,46025,2016-02-03 15:29:28:706
-4.9074,15.9005,2.1699,-0.32,9.79,-0.56,-1.84,2.02,-1.2,0.1726,0.0522,-0.6083,0,7.06,13.94,1.81,55.49,-86.29,167.28,0,1014.35,35.227,54.976486,-1.615692,290.32,NaN,,3.13,32.258064,256.6,Dec-22,46525,2016-02-03 15:29:29:206
-0.6107,16.9136,-6.6103,0.37,8.86,-4.18,-0.45,-5.24,2.16,1.0727,1.3071,0.066,0,4.5,13.19,16.31,18.09,-64.66,-174.94,0,1014.35,36.213,54.97648,-1.615696,290.32,NaN,,3.17,32.258064,216.6,Dec-22,47025,2016-02-03 15:29:29:706
-2.8381,11.7524,-0.1269,0.09,9.76,-0.95,-2.52,1.12,-0.76,0.2482,0.0469,-0.1055,0,3.44,10.25,-0.5,49.77,-75.3,-180,0,1014.35,37.191,54.97648,-1.615696,290.32,NaN,,3.17,32.258064,216.6,Dec-22,47525,2016-02-03 15:29:30:206
-0.6227,20.2714,-5.5445,0.7,8.74,-4.39,-0.66,-5.77,2.75,-1.3273,0.5369,-0.3728,0,2.31,14.25,15.88,12.57,-63.04,-170.94,0,1014.34,38.429,54.976463,-1.615698,287.1,NaN,,3.96,32.258064,191.1,Dec-22,48025,2016-02-03 15:29:30:706
0.0455,7.0294,-0.4862,-0.01,9.6,-2.02,0.27,-3.37,1.7,-1.5137,0.1917,0.3984,0,3.75,13.56,7.31,26.41,-68.37,-168.19,0,1014.34,35.406,54.976463,-1.615698,287.1,NaN,,3.96,32.258064,191.1,Dec-22,48525,2016-02-03 15:29:31:206
-3.4895,5.9157,-2.4046,0.06,9.58,-2.11,-4.13,-3.08,-0.76,0.5177,-0.1747,0.2823,0,1.56,15.75,16.69,1.65,-82.64,145.05,0,1014.33,37.687,54.976448,-1.615694,283.87,NaN,,4.22,32.258064,180.5,13 / 22,49025,2016-02-03 15:29:31:706
-1.5472,5.463,0.467,0.82,9.6,-1.84,-2.64,-3.38,2.22,-1.6789,-0.196,-0.0533,0,4.13,12.81,10.44,22.4,-70.93,-165.36,0,1014.31,43.543,54.976448,-1.615694,283.87,NaN,,4.22,32.258064,180.5,13 / 22,49525,2016-02-03 15:29:32:206
3.6452,9.6902,-1.2454,0.49,9.78,0.51,1.68,0.15,2.59,2.4395,2.758,0.2578,0,6.69,13.94,9.25,171.22,-83.1,-59.95,0,1014.3,37.327,54.976433,-1.615689,283.87,NaN,,3.11,35.48387,168.3,Nov-22,50025,2016-02-03 15:29:32:706
-0.8239,8.3011,1.6669,0.46,9.16,-3.46,6.52,2.67,2.02,-0.9449,-0.5752,0.2855,0,4.5,13.94,19.44,25.2,-70.89,-165.01,0,1014.33,34.241,54.976433,-1.615689,283.87,NaN,,3.11,35.48387,168.3,Nov-22,50525,2016-02-03 15:29:33:206
3.8392,14.0875,1.334,0.11,9.78,0.67,-0.54,1.87,3.16,1.0525,-0.0831,-0.7265,0,8.88,9.19,6.94,247.38,-84.42,-20.91,0,1014.3,34.096,54.97642,-1.61568,280.65,NaN,,3.89,38.709675,155.3,Oct-22,51025,2016-02-03 15:29:33:706
3.5973,8.2868,-1.6382,0.98,9.38,-2.67,1.8,7.42,3.39,0.7553,-0.6679,-0.0362,0,3.06,12.06,20.19,23.71,-75.8,-162.09,0,1014.34,34.243,54.97642,-1.61568,280.65,NaN,,3.89,38.709675,155.3,Oct-22,51525,2016-02-03 15:29:34:206
1.8825,11.8793,5.3409,0.79,9.72,1.06,-3.68,5.55,1.66,1.4019,-0.5475,-0.7468,0,2.31,7,0.25,194.08,-84.19,-106.98,0,1014.33,35.16,54.976402,-1.615673,280.65,NaN,,3.86,48.387096,156.3,Dec-22,52025,2016-02-03 15:29:34:706
-2.4429,16.8298,-11.9392,0.92,9.33,-2.87,0.69,1.61,-3.03,0.5934,-0.5028,-0.196,0,1.19,9.19,22.5,18.88,-72.1,-162.23,0,1014.31,33.925,54.976402,-1.615673,280.65,NaN,,3.86,48.387096,156.3,Dec-22,52525,2016-02-03 15:29:35:206
-1.9615,12.6673,-1.2263,0.32,9.77,0.73,-1.9,-1.25,-1.04,-0.8511,-1.2666,0.3292,0,2.31,5.13,0.69,84.35,-83.62,-144.71,0,1014.34,33.112,54.97639,-1.615667,280.65,NaN,,3.73,51.612904,161.3,Dec-22,53025,2016-02-03 15:29:35:706
-0.9676,3.3937,-0.6946,0.04,9.73,-1.22,-3.68,-3.79,0.06,-0.6679,0.0916,-0.098,0,5.25,5.88,15.88,228.4,-84.76,-10.93,0,1014.33,34.115,54.97639,-1.615667,280.65,NaN,,3.73,51.612904,161.3,Dec-22,53525,2016-02-03 15:29:36:206
-1.3652,5.9732,0.7353,0.73,9.66,-1.52,0.35,-3.11,-0.76,-1.3518,0.0937,0.2653,0,4.88,4.44,10.06,49.92,-80.1,-154.35,0,1014.34,37.813,54.97637,-1.615666,277.42,NaN,,5.61,58.064514,173.5,Dec-22,54026,2016-02-03 15:29:36:707
0.6706,2.8285,-0.2635,0.84,9.77,-0.21,-1.3,-7.93,1.43,1.1761,-1.0898,0.4698,0,1.94,10.63,23.31,78.6,-84.94,-104.04,0,1014.34,38.31,54.97637,-1.615666,277.42,NaN,,5.61,58.064514,173.5,Dec-22,54525,2016-02-03 15:29:37:206
0.5988,7.6186,-1.0969,1.5,9.58,-1.45,-0.38,-4.98,1.25,-1.2868,-0.4091,-0.5678,0,2.69,8.06,14.31,53.16,-77.71,-134.03,0,1014.35,36.258,54.97636,-1.615675,277.42,NaN,,3.81,25.806452,178.3,Nov-22,55025,2016-02-03 15:29:37:706
-1.631,8.3419,-1.6597,0.43,9.79,-0.39,4.63,1.84,-1.49,2.8496,0.784,0.489,0,4.5,7,15.88,173.9,-82.68,-23.08,0,1014.35,37.905,54.97636,-1.615675,277.42,NaN,,3.81,25.806452,178.3,Nov-22,55525,2016-02-03 15:29:38:206
0.1557,8.7634,-1.1975,0.91,9.6,-1.81,0.5,2.85,3.11,-2.1636,-0.5337,0.2461,0,-0.62,9.88,22.5,9.51,-68.78,-167.14,0,1014.33,38.993,54.976345,-1.615691,277.42,NaN,,4.41,25.806452,191.8,Nov-23,56025,2016-02-03 15:29:38:706
6.2965,11.8506,-0.4263,0.41,9.7,1.41,5.58,4.77,-0.43,1.1153,0.489,0.131,0,4.88,5.5,10.44,210.72,-80.84,-24.6,0,1014.31,34.089,54.976345,-1.615691,277.42,NaN,,4.41,25.806452,191.8,Nov-23,56525,2016-02-03 15:29:39:206
6.148,10.095,-1.334,0.87,9.23,-3.2,1.41,3.17,2.02,-0.1587,-1.9867,0.1257,0,3.38,11,23.69,22.31,-75.67,-162.98,0,1014.31,36.131,54.976337,-1.615709,280.65,NaN,,1.83,25.806452,201.4,Nov-23,57025,2016-02-03 15:29:39:706
1.9639,14.4228,4.8906,0.98,9.71,0.93,-5.59,4.16,-2.27,-0.3941,-0.0405,-0.3377,0,4.5,4.06,2.63,193.97,-82.08,-46.5,0,1014.31,34.539,54.976337,-1.615709,280.65,NaN,,1.83,25.806452,201.4,Nov-23,57525,2016-02-03 15:29:40:206
2.1603,11.932,-1.7172,1.42,9.45,-2.21,-2.47,5.68,-10.96,3.6698,0.8075,-0.4304,0,1.56,13.94,27.19,28.19,-69.63,-152.61,0,1014.34,31.449,54.976334,-1.615725,280.65,NaN,,1.07,25.806452,206.2,Dec-23,58025,2016-02-03 15:29:40:706
-4.5314,14.7054,0.0192,1.53,9.53,1.72,-3.52,2.56,-3.45,-0.6338,0.2258,-0.4336,0,2.31,5.13,6.5,116.58,-81.7,-74,0,1014.31,36.567,54.976334,-1.615725,280.65,NaN,,1.07,25.806452,206.2,Dec-23,58525,2016-02-03 15:29:41:206
1.037,21.1097,-4.7182,1.5,9.55,-1.67,-2.19,9.41,-3.63,0.0639,0.1811,-0.0405,0,3.06,13.56,20.94,41.9,-73.12,-139.99,0,1014.31,42.115,54.97633,-1.615746,277.42,NaN,,3.69,25.806452,214.4,Dec-23,59025,2016-02-03 15:29:41:706
-0.1221,10.1501,0.6802,1.33,9.71,0.23,-0.73,-4.02,-0.43,-0.7446,-0.5784,0.3654,0,4.88,9.5,5.75,62.29,-75,-129.08,0,1014.31,39.698,54.97633,-1.615746,277.42,NaN,,3.69,25.806452,214.4,Dec-23,59525,2016-02-03 15:29:42:206
-0.5053,6.8066,0.4886,0.92,9.76,0.27,-1.04,0.34,-2.93,2.3329,-0.7585,0.7436,0,1.94,12.44,20.94,108.68,-84.39,-73.64,0,1014.31,41.13,54.97632,-1.615775,274.19,NaN,,5.08,22.580645,225.7,Dec-23,60025,2016-02-03 15:29:42:706
-0.1365,6.8234,1.1233,1.49,9.23,-2.96,-1.58,0.81,0.35,-2.2072,0.3079,-0.261,0,1.56,10.25,12,17.92,-62.73,-163.98,0,1014.34,44.16,54.97632,-1.615775,274.19,NaN,,5.08,22.580645,225.7,Dec-23,60525,2016-02-03 15:29:43:206
-1.5017,6.2079,-1.6286,0.59,9.78,0.34,4.23,2.55,-3.92,1.9367,1.8525,0.0852,0,3.38,8.81,10.81,164.05,-80.28,-28.89,0,1014.33,41.289,54.97631,-1.615804,274.19,NaN,,3.16,22.580645,228.7,Dec-23,61025,2016-02-03 15:29:43:706
2.7662,13.3714,0.4551,0.93,9.28,-3.04,0.25,3.28,4.42,-1.6426,-0.9119,0.5571,0,1.94,10.63,21.69,20.06,-73.31,-160.28,0,1014.31,43.72,54.97631,-1.615804,274.19,NaN,,3.16,22.580645,228.7,Dec-23,61525,2016-02-03 15:29:44:206
5.5948,13.1726,2.6776,0.7,9.62,1.77,-4.08,6.75,-0.74,1.6299,-0.0863,0.2301,0,2.31,4.75,0.25,287.73,-81.94,-19.09,0,1014.34,46.322,54.976307,-1.615825,270.97,NaN,,2.9,22.580645,239.8,Dec-23,62025,2016-02-03 15:29:44:706
4.2272,10.0279,-0.1724,0.66,9.14,-3.49,-1.65,-2.7,-7.12,-0.3111,-0.8575,0.4261,0,0.88,9.5,24.81,12.06,-68.76,-169.29,0,1014.34,39.706,54.976307,-1.615825,270.97,NaN,,2.9,22.580645,239.8,Dec-23,62525,2016-02-03 15:29:45:206
1.0754,10.9069,5.0846,0.55,9.75,0.92,-5.39,4.28,-2.46,0.5976,-0.3451,-0.5071,0,3.06,-0.31,1.06,220.86,-83.73,-30.87,0,1014.33,47.971,54.976303,-1.615839,277.42,NaN,,0.79,25.806452,,Dec-23,63025,2016-02-03 15:29:45:706
-2.862,21.3756,-5.5804,0.43,9.7,-1.37,0.07,2.17,-4.73,0.7808,-0.9651,0.2407,0,2.31,0.75,26,11.77,-71.18,-173.1,0,1014.33,40.304,54.976303,-1.615839,277.42,NaN,,0.79,25.806452,,Dec-23,63525,2016-02-03 15:29:46:206
-0.5437,9.3214,0.2132,0.29,9.71,1.37,-1.04,-0.47,-1.87,-0.5049,-0.3505,-0.3601,0,2.69,-2.56,0.63,257.85,-86.74,9.29,0,1014.34,40.665,54.976303,-1.615839,277.42,NaN,,0.79,25.806452,,Dec-23,64025,2016-02-03 15:29:46:706
0.5724,5.7768,-1.6166,0.56,9.33,-2.97,0.25,-1.9,-1.16,-0.2972,0.5262,-0.3579,0,1.56,4.06,19,16.4,-72.05,-169.32,0,1014.3,46.572,54.976303,-1.615839,277.42,NaN,,0.79,25.806452,,Dec-23,64525,2016-02-03 15:29:47:206
-0.0072,7.003,-1.14,0.5,9.76,-0.85,-1.96,-1.83,2.02,-0.3409,-1.2666,0.4975,0,3.38,2.56,10,36.37,-72.41,-158.63,0,1014.31,52.852,54.976295,-1.615854,283.87,NaN,,1.02,25.806452,44.1,Dec-23,65025,2016-02-03 15:29:47:706
0.1581,3.7961,1.3029,-0.24,9.75,-0.99,-0.43,1.46,-2.28,0.8107,-0.5113,0.1502,0,4.5,8.81,17,283.04,-86.9,35.79,0,1014.28,50.007,54.976295,-1.615854,283.87,NaN,,1.02,25.806452,44.1,Dec-23,65525,2016-02-03 15:29:48:206
-0.0455,2.8788,0.6658,1.3,9.15,-3.28,-1.59,-0.2,-1.96,-0.865,-0.897,-0.3963,0,4.13,5.5,7.69,32.94,-68.79,-156.4,0,1014.31,36.918,54.976288,-1.615861,283.87,NaN,,3.84,25.806452,164.1,Dec-23,66025,2016-02-03 15:29:48:706
6.6055,14.9832,0.661,-0.02,9.77,0.8,4.29,1.45,5.15,0.7148,0.1598,0.1033,0,7.81,5.13,3.38,253.56,-85.32,1.43,0,1014.3,45.43,54.976288,-1.615861,283.87,NaN,,3.84,25.806452,164.1,Dec-23,66525,2016-02-03 15:29:49:206
1.1472,3.1662,0.9532,0.88,9.06,-3.64,-0.74,-0.91,0.18,-1.5798,0.1523,-0.4645,0,4.5,5.88,15.06,24.26,-64.99,-172.38,0,1014.3,43.433,54.976265,-1.615868,283.87,NaN,,4.31,25.806452,182.8,Oct-23,67025,2016-02-03 15:29:49:706
7.1851,12.3152,0.0192,-0.45,9.77,-0.67,3.75,1.68,3.25,1.1217,-0.0107,-0.2056,0,4.13,9.5,1.06,259.03,-88.01,-1.68,0,1014.3,43.072,54.976265,-1.615868,283.87,NaN,,4.31,25.806452,182.8,Oct-23,67525,2016-02-03 15:29:50:206
0.7113,14.8515,0.0503,0.69,8.79,-4.29,-0.58,4.8,4.69,-0.2109,-0.016,0.1225,0,-5.75,23.06,29.13,343.59,-68.19,-178.74,0,1014.31,46.171,54.97625,-1.615879,283.87,NaN,,3.74,25.806452,186.9,Oct-23,68026,2016-02-03 15:29:50:707
3.3243,15.0096,6.1696,0.48,9.79,0.08,1.28,5.57,5.61,0.1811,0.3718,0.3409,0,2.69,7.69,7.69,51.33,-87.56,-120.26,0,1014.31,43.95,54.97625,-1.615879,283.87,NaN,,3.74,25.806452,186.9,Oct-23,68525,2016-02-03 15:29:51:206
7.0893,10.7321,-1.631,0.56,9.16,-3.45,-2.38,8.43,-3.12,-1.2634,-1.1345,0.3952,0,-1.69,12.44,28.31,3.86,-74.32,-172.85,0,1014.31,40.685,54.976227,-1.61589,283.87,NaN,,3.85,25.806452,188.6,13 / 23,69027,2016-02-03 15:29:51:708
-0.0072,14.8587,5.4271,0.43,9.76,0.84,-2.78,1.35,-0.83,0.8298,-0.0479,-0.489,0,-0.25,5.5,0.63,29.07,-77.59,-155.02,0,1014.33,38.943,54.976227,-1.61589,283.87,NaN,,3.85,25.806452,188.6,13 / 23,69525,2016-02-03 15:29:52:206
3.8967,11.7643,-4.2823,0.19,9.41,-2.77,-3.26,9.03,-2.16,2.2637,1.0727,-0.392,0,0.88,9.19,15.88,286.25,-87.96,113.63,0,1014.34,35.724,54.976208,-1.615891,303.23,NaN,,6.08,25.806452,165.5,Oct-23,70024,2016-02-03 15:29:52:705
-3.1614,15.1916,1.1017,0.34,9.8,0.27,-2.47,2.03,-1.98,0.0767,-1.0269,0.425,0,-0.25,7.31,0.25,6.41,-71.09,-162.42,0,1014.33,35.862,54.976208,-1.615891,303.23,NaN,,6.08,25.806452,165.5,Oct-23,70525,2016-02-03 15:29:53:206
2.4573,7.6784,-1.6262,0.53,9.46,-2.51,-0.32,4.32,-3.68,-1.0866,-0.1822,-0.5454,0,0.13,8.44,16.25,12.77,-72,-165.87,0,1014.33,35.365,54.976192,-1.615886,300,NaN,,4.97,29.032257,147.2,Nov-23,71025,2016-02-03 15:29:53:706
-0.5437,8.294,0.8622,0.74,9.77,-0.47,-0.91,-3.88,-0.14,-0.9843,-0.1981,-0.1044,0,1.19,8.06,0.63,73.53,-84.87,-122.42,0,1014.33,36.885,54.976192,-1.615886,300,NaN,,4.97,29.032257,147.2,Nov-23,71525,2016-02-03 15:29:54:206
1.9136,7.1324,1.4634,0.78,9.48,-2.37,-2.16,-8.31,1.33,0.2972,-0.7681,-0.1427,0,-1.69,11,20.5,28.21,-87.1,-145.67,0,1014.3,38.96,54.976177,-1.615885,293.55,NaN,,3.72,29.032257,147.5,Nov-23,72025,2016-02-03 15:29:54:706
-0.9891,6.936,-1.2981,0.52,9.75,-0.96,-1.4,-4.54,0.48,-1.8195,-1.1526,-0.2759,0,3.06,7.69,11.19,26.22,-73.82,-164.95,0,1014.31,48.566,54.976177,-1.615885,293.55,NaN,,3.72,29.032257,147.5,Nov-23,72525,2016-02-03 15:29:55:206
3.6452,13.5726,1.5759,0.12,9.79,0.54,1.71,1.41,1.2,0.5891,-0.3249,-0.0671,0,5.63,6.63,3.38,230.22,-82.87,-19.18,0,1014.29,42.821,54.97616,-1.615891,290.32,NaN,,4.4,32.258064,171.3,Sep-23,73025,2016-02-03 15:29:55:706
-1.1496,5.9923,-1.825,0.52,9.32,-3.01,-2.19,-2.63,-1.75,-2.0165,1.355,0.0288,0,1.56,9.19,16.25,6.7,-72.43,-179.61,0,1014.29,45.664,54.97616,-1.615891,290.32,NaN,,4.4,32.258064,171.3,Sep-23,73524,2016-02-03 15:29:56:205
6.5432,9.4747,4.1889,1.07,9.74,0.32,5.62,-0.36,3.51,1.4914,-0.4144,-0.2525,0,1.19,6.63,9.63,127.04,-79.94,-59.09,0,1014.28,44.82,54.97614,-1.61591,290.32,NaN,,4.61,32.258064,200.1,Sep-23,74025,2016-02-03 15:29:56:706
1.1424,11.2829,2.2609,0.68,9.62,-1.81,3.88,6.27,-0.54,0.3345,1.1697,0.2194,0,3.38,7.69,17,53.85,-85.7,-146.09,0,1014.33,38.36,54.97614,-1.61591,290.32,NaN,,4.61,32.258064,200.1,Sep-23,74525,2016-02-03 15:29:57:206
5.4702,14.6455,-0.1916,1.11,9.74,0.2,-0.47,2.36,0.97,1.2496,0.7446,-1.0408,0,1.94,4.06,7.25,104.41,-82.23,-60.15,0,1014.3,41.461,54.976128,-1.615934,293.55,NaN,,2.74,38.709675,212.9,Sep-23,75025,2016-02-03 15:29:57:706
2.7854,12.2697,-2.2681,0.36,9.67,-1.58,2.94,2.59,-0.75,-1.502,-0.4144,1.1505,0,5.94,10.25,23.25,28.11,-78.87,-167.8,0,1014.3,38.185,54.976128,-1.615934,293.55,NaN,,2.74,38.709675,212.9,Sep-23,75525,2016-02-03 15:29:58:206
-1.9328,14.4947,0.091,1.42,9.55,1.69,-1.18,1.44,0.8,0.8831,0.9758,-0.7276,19,-2.81,5.88,6.06,115.24,-78.63,-28.42,0,1014.31,36.11,54.976116,-1.615956,293.55,NaN,,3.77,45.16129,225.2,Oct-23,76025,2016-02-03 15:29:58:706
0.8383,13.3283,1.6597,0.44,9.63,1.8,0.47,0.85,-1.17,0.4868,-1.7268,-0.3547,24,-2.81,7.69,10,116.17,-80.12,-39.94,0,1014.31,39.678,54.976116,-1.615956,293.55,NaN,,3.77,45.16129,225.2,Oct-23,76525,2016-02-03 15:29:59:206
-1.1257,15.2922,-1.1137,0.43,9.74,1.03,-2.58,-1.64,-2.91,-0.6924,0.636,0.4069,6,3.38,8.44,5.31,29.23,-78.37,-152.27,0,1014.3,38.524,54.9761,-1.615982,293.55,NaN,,5.51,48.387096,221.7,Sep-23,77026,2016-02-03 15:29:59:707
-1.9256,4.4164,5.3624,-2.67,8.06,4.9,-2.45,-2.17,-1.41,-0.1768,3.6581,0.0288,11,4.88,4.75,-1.69,317.78,-64.63,12.65,0,1014.29,35.605,54.9761,-1.615982,293.55,NaN,,5.51,48.387096,221.7,Sep-23,77525,2016-02-03 15:30:00:206
-2.2944,4.5002,7.609,-2.76,3.55,8.71,0.49,1.5,-3.51,-0.1523,0.0256,1.0322,311,5.25,15.75,-22.31,14.04,-27.31,28.36,0,1014.28,35.388,54.976086,-1.616008,293.55,NaN,,4.47,58.064514,214.5,Sep-23,78025,2016-02-03 15:30:00:706
-0.8502,2.6082,6.9001,-1.37,3.58,9.03,0.64,1.01,-1.95,-0.3728,0.5209,0.1119,253,-0.25,16.81,-25.44,8.58,-21.4,8.63,2,1014.3,36.202,54.976086,-1.616008,293.55,NaN,,4.47,58.064514,214.5,Sep-23,78525,2016-02-03 15:30:01:206
-1.2885,3.0489,5.1708,-2.41,3.84,8.7,-2,0.73,-2.04,0.8693,0.7606,0.3547,177,-1,15.75,-26.19,15.63,-26.72,13.73,2,1014.29,36.806,54.976067,-1.616028,293.55,NaN,,4.37,51.612904,209.8,Sep-23,79025,2016-02-03 15:30:01:706
-0.7185,5.1397,7.7527,-2.23,5.34,7.92,-0.16,1.76,1.94,0.2439,-0.2642,-0.4272,415,-2.44,11,-21.94,21.08,-32.98,15.73,2,1014.28,35.667,54.976067,-1.616028,293.55,NaN,,4.37,51.612904,209.8,Sep-23,79524,2016-02-03 15:30:02:205
-4.8355,3.5853,7.427,-2.57,5.76,7.51,-1.7,1.73,1.28,-0.5891,0.2152,-0.0948,416,1.94,8.81,-17.69,12.56,-35.97,18.89,2,1014.28,42.318,54.976048,-1.616042,309.68,NaN,,6.07,61.290325,205.3,Sep-23,80024,2016-02-03 15:30:02:705
-4.9002,5.2954,12.2098,-1.9,4.77,8.35,0.55,2.98,3.22,-0.1172,-1.4626,-0.4655,351,-3.19,14.25,-26.56,27.36,-32.64,21.75,2,1014.29,42.276,54.976048,-1.616042,309.68,NaN,,6.07,61.290325,205.3,Sep-23,80525,2016-02-03 15:30:03:206
0.0599,4.8643,11.6925,1.87,2.53,9.29,-1.48,3.98,-1.12,0.3707,-0.5241,0.6541,408,-9.75,13.56,-32.44,8.96,-14.95,-11.38,2,1014.29,41.988,54.976025,-1.61606,306.45,NaN,,5.55,67.741936,200.4,Dec-23,81025,2016-02-03 15:30:03:706
0.7592,5.2403,12.0829,0.13,4.78,8.56,0.27,1.34,-1.54,-0.0138,-1.2496,-0.3803,239,-14.87,9.5,-28.56,24.29,-23.63,0.7,2,1014.26,38.338,54.976025,-1.61606,306.45,NaN,,5.55,67.741936,200.4,Dec-23,81525,2016-02-03 15:30:04:206
0.3521,5.4151,8.0377,0.64,4.87,8.49,0.03,0.97,-2.33,0.4538,0.1268,-0.0117,288,-10.87,9.5,-23.87,23.6,-29.77,-4.31,2,1014.29,38.577,54.976,-1.616076,306.45,NaN,,5.2,61.290325,200.9,Nov-23,82024,2016-02-03 15:30:04:705
-0.2419,5.4822,5.8894,0.05,5.2,8.31,-0.57,0.59,-3.56,0.4474,-0.1257,0.1044,267,-11.19,7.31,-26.56,24.43,-32.49,-3.33,2,1014.28,41.086,54.976,-1.616076,306.45,NaN,,5.2,61.290325,200.9,Nov-23,82524,2016-02-03 15:30:05:205
-0.503,4.402,5.463,-0.16,5.08,8.38,-0.14,0.29,-3.83,0.3196,-0.5454,-0.3941,239,-8.31,12.44,-24.62,19.76,-29.31,0.34,2,1014.26,38.481,54.975975,-1.616092,306.45,NaN,,5.44,58.064514,204.6,Nov-23,83025,2016-02-03 15:30:05:706
0.079,4.711,6.1289,-0.34,5.69,7.98,-0.75,-0.1,-0.5,-0.2386,-0.2173,-0.1225,224,-9.75,6.25,-22.31,32.14,-35.47,2.44,2,1014.26,38.083,54.975975,-1.616092,306.45,NaN,,5.44,58.064514,204.6,Nov-23,83525,2016-02-03 15:30:06:206
1.8825,5.2523,6.6414,0.53,6.32,7.48,1.1,0.65,0.44,0.3601,-0.2503,-0.2365,203,-10.5,4.06,-20.75,25.04,-46.22,-3.8,2,1014.28,37.137,54.975956,-1.616104,303.23,NaN,,5.21,54.83871,204,Dec-23,84024,2016-02-03 15:30:06:705
-2.8022,6.3252,6.0594,-0.37,6.47,7.36,-1.33,0.46,2.17,-0.7382,0.1854,0.3302,213,-4.62,5.5,-15.75,19.74,-45.48,2,2,1014.26,36.976,54.975956,-1.616104,303.23,NaN,,5.21,54.83871,204,Dec-23,84524,2016-02-03 15:30:07:205
0.0287,6.0043,12.1428,0.24,5.66,8.01,-0.78,1.3,4.11,0.1427,-0.2663,-0.049,215,-9.75,7.69,-22.31,32.82,-39.31,4.54,2,1014.26,37.195,54.975937,-1.61612,306.45,NaN,,5.15,45.16129,205.6,Nov-23,85024,2016-02-03 15:30:07:705
-0.9053,8.2676,10.9788,-0.7,6.17,7.59,-0.5,1.81,-0.52,-0.1012,0.0341,-0.082,202,-5,6.94,-17.69,21.28,-36.7,1.31,2,1014.25,42.108,54.975937,-1.61612,306.45,NaN,,5.15,45.16129,205.6,Nov-23,85524,2016-02-03 15:30:08:205
-0.3976,7.6784,6.3396,-0.72,6.89,6.94,0.16,1.24,-0.56,-0.9928,-0.5358,-0.6338,267,-8.69,1.13,-18.81,47.13,-43.83,13.07,2,1014.26,41.654,54.97592,-1.616142,306.45,NaN,,4.88,45.16129,206.6,Dec-23,86025,2016-02-03 15:30:08:706
1.8394,5.4918,8.5119,-1,5.22,8.24,-1.3,0.04,-3.27,-0.1395,0.098,1.844,169,-9,8.06,-24.62,13.26,-33.39,1.61,2,1014.26,40.524,54.97592,-1.616142,306.45,NaN,,4.88,45.16129,206.6,Dec-23,86525,2016-02-03 15:30:09:206
